Chave,ID_Empresa,ID,Colaborador,Horas_Mes,Horas_Semana,Horas_Dia,Status,Admissao,Demissao,ID_Motivo_Demissao,Venc_Ferias,Nascimento,Sexo,ID_Est_Civil,Matricula,Deficiente,Aposentado,Endereco,Cidade,Estado,Pais,CEP,UF,Latitude,Longitude,Cor,ID_Depto,ID_Cargo,ID_Escolaridade,ID_CC,Salario
45614,4,5614,Isabella Correia,200,40,"6,66",I,2022-04-06 00:00:00.000,2022-05-19 00:00:00.000,12,2022-05-19 00:00:00.000,1984-08-12 00:00:00.000,F,C,5614,0,0,Rua Francisco Borges Andrade 281,Mossoró,Rio Grande do Norte,BR,59612-630,RN,"-5,201382","-37,239922",9,73,439,7,73000,1639.99
45615,4,5615,Danilo Rocha,200,40,"6,66",A,2022-04-06 00:00:00.000,NULL,0,2023-04-05 00:00:00.000,1977-02-04 00:00:00.000,M,C,5615,0,0,Rua Timburi 1672,Campinas,São Paulo,BR,13098-301,SP,"-22,986045","-47,007278",9,73,20,9,73000,1543.03
45616,4,5616,Lucas Lima,200,40,"6,66",A,2022-04-06 00:00:00.000,NULL,0,2023-04-05 00:00:00.000,1987-12-29 00:00:00.000,M,S,5616,0,0,Rua do Rosário 1704,Salvador,Bahia,BR,40060-255,BA,"-12,866794","-38,559303",9,56,166,7,56009,1315.36
45617,4,5617,Yasmin Barros,200,40,"6,66",I,2022-04-06 00:00:00.000,2022-06-26 00:00:00.000,11,2022-06-26 00:00:00.000,2002-08-17 00:00:00.000,F,S,5617,0,0,Rua Dewis Dany Viana 1507,Santa Luzia,Minas Gerais,BR,33010-310,MG,"-19,689735","-43,871947",9,56,166,7,56001,1315.36
45618,4,5618,Isabela Pereira,200,40,"6,66",A,2022-04-06 00:00:00.000,NULL,0,2023-04-05 00:00:00.000,1978-09-23 00:00:00.000,F,S,5618,0,0,Rua Guiomar Pereira Guimarães 1917,Queimados,Rio de Janeiro,BR,26345-320,RJ,"-22,714412","-43,604036",9,73,195,7,73000,1359.65
45619,4,5619,Thiago Dias,200,40,"6,66",A,2022-04-06 00:00:00.000,NULL,0,2023-04-05 00:00:00.000,1993-09-17 00:00:00.000,M,S,5619,0,0,Rua Mazagão 816,São Paulo,São Paulo,BR,03555-000,SP,"-23,564479","-46,612268",9,73,439,9,73000,1639.99
45620,4,5620,Evelyn Lima,200,40,"6,66",A,2022-04-06 00:00:00.000,NULL,0,2023-04-05 00:00:00.000,1982-05-07 00:00:00.000,F,C,5620,0,0,Praça Salvador Morici 1802,Belo Horizonte,Minas Gerais,BR,30150-015,MG,"-19,987276","-44,037486",9,86,222243,7,86062,1470.00
45621,4,5621,Marisa Castro,100,20,"3,33",A,2022-04-06 00:00:00.000,NULL,0,2023-04-05 00:00:00.000,1981-11-27 00:00:00.000,F,C,5621,0,0,Rua Vereador Ivo Cláudio Weigel 1598,Santa Cruz do Sul,Rio Grande do Sul,BR,96815-555,RS,"-29,576547","-52,355453",9,86,222244,7,86090,762.46
45622,4,5622,Rebeca Barros,200,40,"6,66",A,2022-04-06 00:00:00.000,NULL,0,2023-04-05 00:00:00.000,1973-05-05 00:00:00.000,F,C,5622,0,0,Rua Trairaponga 192,Duque de Caxias,Rio de Janeiro,BR,25080-010,RJ,"-22,680339","-43,207121",9,56,166,4,56004,1315.36
45623,4,5623,Aline Rocha,200,40,"6,66",A,2022-04-09 00:00:00.000,NULL,0,2023-04-08 00:00:00.000,1988-02-20 00:00:00.000,F,C,5623,0,0,Avenida Orlando Silva 613,Macapá,Amapá,BR,68909-134,AP,"0,515962","-50,795094",9,86,222243,7,86070,1470.00
45624,4,5624,Brenda Alves,200,40,"6,66",I,2022-04-09 00:00:00.000,2022-05-08 00:00:00.000,12,2022-05-08 00:00:00.000,1997-07-30 00:00:00.000,F,S,5624,0,0,Rua São Geraldo 1595,Barbacena,Minas Gerais,BR,36200-368,MG,"-21,308132","-43,886807",9,86,222244,7,86022,1524.93
45625,4,5625,Nicole Pinto,200,40,"6,66",A,2022-04-09 00:00:00.000,NULL,0,2023-04-08 00:00:00.000,1996-01-26 00:00:00.000,F,S,5625,0,0,Rua J 1673,Governador Valadares,Minas Gerais,BR,35044-560,MG,"-18,828167","-42,01548",9,86,987,7,86001,1524.93
45626,4,5626,Gabriela Martins,100,20,"3,33",A,2022-04-09 00:00:00.000,NULL,0,2023-04-08 00:00:00.000,1999-08-26 00:00:00.000,F,S,5626,0,0,Quadra Quadra 09 Conjunto I 221,Paranoá,Distrito Federal,BR,71571-009,DF,"-15,827993","-47,813304",9,86,987,7,86076,762.46
45627,4,5627,Marisa Dias,220,44,"7,33",I,2022-04-10 00:00:00.000,2022-09-03 00:00:00.000,4,2022-09-03 00:00:00.000,1986-01-04 00:00:00.000,F,S,5627,0,0,Rua Tupis 1199,Uberaba,Minas Gerais,BR,38036-190,MG,"-19,57016","-48,018712",9,75,167,7,75002,1446.90
45628,4,5628,Gabrielle Araujo,220,44,"7,33",I,2022-04-10 00:00:00.000,2022-11-19 00:00:00.000,4,2022-11-19 00:00:00.000,1983-11-15 00:00:00.000,F,C,5628,0,0,Alameda Coronel Francisco Ferreira de Melo 1750,Maceió,Alagoas,BR,57062-590,AL,"-9,494751","-35,782036",9,75,167,7,75001,1446.90
45629,4,5629,Tânia Correia,220,44,"7,33",I,2022-04-13 00:00:00.000,2022-10-05 00:00:00.000,4,2022-10-05 00:00:00.000,1988-05-15 00:00:00.000,F,S,5629,0,0,Rua Custódio Cardoso 947,São Paulo,São Paulo,BR,03978-040,SP,"-23,54194","-46,707205",9,75,167,7,75001,1446.90
45630,4,5630,Julieta Barros,100,20,"3,33",A,2022-04-13 00:00:00.000,NULL,0,2023-04-12 00:00:00.000,1974-02-17 00:00:00.000,F,C,5630,0,0,Rua Joaquim Távora 1636,São Paulo,São Paulo,BR,04015-002,SP,"-23,539465","-46,693869",9,86,167,7,86068,657.68
45631,4,5631,Aline Araujo,220,44,"7,33",A,2022-04-11 00:00:00.000,NULL,0,2023-04-10 00:00:00.000,1984-11-13 00:00:00.000,F,C,5631,0,0,Travessa Xavier dos Passos 512,Rio de Janeiro,Rio de Janeiro,BR,20241-450,RJ,"-22,952498","-43,267185",9,84,222236,7,84001,1446.90
45632,4,5632,Isabelle Souza,100,20,"3,33",A,2022-04-13 00:00:00.000,NULL,0,2023-04-12 00:00:00.000,1969-06-10 00:00:00.000,F,C,5632,0,0,Rua Deputado José Bezerra Alves 1134,Caruaru,Pernambuco,BR,55006-100,PE,"-8,11266","-36,088277",9,86,987,9,86074,762.46
45633,4,5633,Matilde Costa,200,40,"6,66",A,2022-04-13 00:00:00.000,NULL,0,2023-04-12 00:00:00.000,1997-10-22 00:00:00.000,F,S,5633,0,0,Travessa Caetano Seguida 848,Sertãozinho,São Paulo,BR,14170-489,SP,"-21,180522","-47,987023",9,56,166,8,56008,1315.36
45634,4,5634,Thaís Pereira,220,44,"7,33",A,2022-04-14 00:00:00.000,NULL,0,2023-04-13 00:00:00.000,1977-05-12 00:00:00.000,F,C,5634,0,0,Rua Arno Lueders 1694,Blumenau,Santa Catarina,BR,89052-170,SC,"-26,79691","-49,189848",9,75,37,2,75001,1447.83
45635,4,5635,Isabelle Araujo,200,40,"6,66",A,2022-04-15 00:00:00.000,NULL,0,2023-04-14 00:00:00.000,1992-05-31 00:00:00.000,F,C,5635,0,0,Rua Carlos Leal Evans 555,Guarulhos,São Paulo,BR,07024-020,SP,"-23,502682","-46,443077",9,86,987,7,86042,1524.93
45636,4,5636,Marina Sousa,200,40,"6,66",I,2022-04-15 00:00:00.000,2022-10-02 00:00:00.000,2,2022-10-02 00:00:00.000,1998-05-04 00:00:00.000,F,S,5636,0,0,Travessa Almeida 805,Santos,São Paulo,BR,11085-390,SP,"-23,855687","-46,262499",9,56,166,9,56008,1315.36
45637,4,5637,Júlia Pereira,220,44,"7,33",A,2022-04-15 00:00:00.000,NULL,0,2024-04-14 00:00:00.000,1995-04-01 00:00:00.000,F,S,5637,0,0,Rua Paulo Guastini 1861,São Paulo,São Paulo,BR,05889-350,SP,"-23,702093","-46,656376",9,66,724,4,66006,1493.90
45638,4,5638,Bruna Dias,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2023-04-19 00:00:00.000,2003-09-18 00:00:00.000,F,S,5638,0,0,Rua Rosa de Carvalho 672,Rio de Janeiro,Rio de Janeiro,BR,23080-140,RJ,"-23,002676","-43,248918",9,73,21,7,73000,2236.06
45639,4,5639,Beatrice Santos,200,40,"6,66",A,2022-04-03 00:00:00.000,NULL,0,2024-04-02 00:00:00.000,1970-10-04 00:00:00.000,F,S,5639,0,0,Rua Senador Sá 921,Fortaleza,Ceará,BR,60420-510,CE,"-3,7847","-38,50009",9,71,167,4,71038,1315.36
45640,4,5640,Tânia Gomes,220,44,"7,33",I,2022-04-20 00:00:00.000,2022-07-22 00:00:00.000,4,2022-07-22 00:00:00.000,1982-12-26 00:00:00.000,F,S,5640,0,0,Rua Forte das Cinco Pontas 813,Jaboatão dos Guararapes,Pernambuco,BR,54360-080,PE,"-8,111704","-35,044965",9,75,167,7,75002,1446.90
45641,4,5641,Julia Ferreira,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2023-04-19 00:00:00.000,1988-01-08 00:00:00.000,F,S,5641,0,0,Rua Raposo Tavares 2,Londrina,Paraná,BR,86010-580,PR,"-23,491263","-51,169727",9,73,439,9,73000,1639.99
45642,4,5642,Luiza Ribeiro,200,40,"6,66",I,2022-04-15 00:00:00.000,2022-10-16 00:00:00.000,4,2022-10-16 00:00:00.000,1982-12-19 00:00:00.000,F,S,5642,0,0,Quadra QS 303 Bloco 01 1910,Samambaia,Distrito Federal,BR,72305-501,DF,"-23,122077","-47,391864",9,86,167,7,86096,1315.36
45643,4,5643,Felipe Cardoso,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2023-04-19 00:00:00.000,2003-06-26 00:00:00.000,M,S,5643,0,0,Alameda Petrópolis 965,Uberaba,Minas Gerais,BR,38050-220,MG,"-19,512945","-47,861276",9,86,987,7,86061,1524.93
45644,4,5644,Isabella Correia,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2024-04-19 00:00:00.000,1964-02-23 00:00:00.000,F,C,5644,0,0,Rua Nove 1236,Duque de Caxias,Rio de Janeiro,BR,25270-100,RJ,"-22,755858","-43,19377",9,90,167,4,90011,1315.36
45645,4,5645,Júlia Azevedo,120,24,4,A,2022-04-20 00:00:00.000,NULL,0,2023-04-19 00:00:00.000,1996-01-13 00:00:00.000,F,S,5645,0,0,Rua Trinta e Um 416,São José dos Campos,São Paulo,BR,12248-044,SP,"-23,001873","-45,937356",9,58,222236,7,58032,789.22
45646,4,5646,Sarah Cavalcanti,200,40,"6,66",I,2022-04-20 00:00:00.000,2022-08-06 00:00:00.000,4,2022-08-06 00:00:00.000,2004-03-06 00:00:00.000,F,S,5646,0,0,Quadra QR 310 Conjunto 06 944,Samambaia,Distrito Federal,BR,72306-807,DF,"-23,075342","-47,493274",9,90,167,7,90032,1315.36
45647,4,5647,Beatriz Pereira,200,40,"6,66",I,2022-04-20 00:00:00.000,2022-04-21 00:00:00.000,11,2022-04-21 00:00:00.000,1963-04-25 00:00:00.000,F,C,5647,0,0,Rua Dez de Maio 50,Recife,Pernambuco,BR,51345-330,PE,"-7,932847","-34,943409",9,90,167,7,90053,1315.36
45648,4,5648,Emilly Pereira,200,40,"6,66",I,2022-04-20 00:00:00.000,2022-11-03 00:00:00.000,4,2022-11-03 00:00:00.000,1991-12-12 00:00:00.000,F,C,5648,0,0,Rua Oito 429,Bauru,São Paulo,BR,17053-344,SP,"-22,349039","-49,154499",9,90,167,6,90031,1315.36
45649,4,5649,Júlia Dias,200,40,"6,66",I,2022-04-21 00:00:00.000,2022-04-21 00:00:00.000,11,2022-04-21 00:00:00.000,1985-12-05 00:00:00.000,F,C,5649,0,0,Rua Orlando Batista 1802,Santana do Livramento,Rio Grande do Sul,BR,97574-500,RS,"-30,871576","-55,482733",9,90,167,7,90035,1315.36
45650,4,5650,Isabela Oliveira,200,40,"6,66",I,2022-04-21 00:00:00.000,2022-11-03 00:00:00.000,4,2022-11-03 00:00:00.000,1990-05-18 00:00:00.000,F,C,5650,0,0,Rua Vinte e Nove 276,Campinas,São Paulo,BR,13068-615,SP,"-22,869523","-46,960501",9,90,167,7,90010,1315.36
45651,4,5651,Manuela Santos,200,40,"6,66",I,2022-04-21 00:00:00.000,2022-10-26 00:00:00.000,4,2022-10-26 00:00:00.000,1986-01-29 00:00:00.000,F,S,5651,0,0,Alameda Passo da Pátria 184,Natal,Rio Grande do Norte,BR,59030-140,RN,"-5,837402","-35,167465",9,90,167,4,90039,1315.36
45652,4,5652,Laura Melo,200,40,"6,66",A,2022-04-16 00:00:00.000,NULL,0,2024-04-15 00:00:00.000,1995-06-30 00:00:00.000,F,S,5652,0,0,Rua Conde de Bonfim 86,Rio de Janeiro,Rio de Janeiro,BR,20530-000,RJ,"-22,824482","-43,397496",9,71,167,4,71002,1315.36
45653,4,5653,Raissa Souza,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2024-04-19 00:00:00.000,1982-04-02 00:00:00.000,F,S,5653,0,0,Rua Nahor Cardozo 1108,Itajaí,Santa Catarina,BR,88308-608,SC,"-27,0022","-48,788602",9,71,167,4,71043,1315.36
45654,4,5654,Nicole Rocha,200,40,"6,66",I,2022-04-20 00:00:00.000,2022-07-13 00:00:00.000,11,2022-07-13 00:00:00.000,1988-05-19 00:00:00.000,F,C,5654,0,0,Rua Amper 675,Araguaína,Tocantins,BR,77817-630,TO,"-7,316425","-48,633279",9,71,167,7,71019,1315.36
45655,4,5655,Gabrielle Rodrigues,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2024-04-19 00:00:00.000,1971-09-23 00:00:00.000,F,C,5655,0,0,Rua Amaro Manoel dos Santos 1678,Cubatão,São Paulo,BR,11534-310,SP,"-23,770299","-46,347432",9,71,167,4,71024,1315.36
45656,4,5656,Letícia Fernandes,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2024-04-19 00:00:00.000,1991-11-02 00:00:00.000,F,D,5656,0,0,Rua Irene das Graças de Oliveira 56,Marília,São Paulo,BR,17512-839,SP,"-22,273952","-49,93798",9,90,167,4,90002,1315.36
45657,4,5657,Julia Pereira,200,40,"6,66",I,2022-04-20 00:00:00.000,2022-07-09 00:00:00.000,12,2022-07-09 00:00:00.000,1976-01-01 00:00:00.000,F,D,5657,0,0,Rua Genoveva 1724,Contagem,Minas Gerais,BR,32050-730,MG,"-19,910377","-44,024584",9,71,167,7,71065,1315.36
45659,4,5659,Ana Dias,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2024-04-19 00:00:00.000,2001-08-19 00:00:00.000,F,S,5659,0,0,Quadra Quadra 801 Conjunto 03 1412,Recanto das Emas,Distrito Federal,BR,72650-015,DF,"-15,922935","-48,041254",9,71,167,7,71006,1315.36
45660,4,5660,Giovana Pereira,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2024-04-19 00:00:00.000,1970-03-15 00:00:00.000,F,S,5660,0,0,Rua Dacar 661,Vila Velha,Espírito Santo,BR,29103-030,ES,"-20,472977","-40,225205",9,90,167,4,90051,1315.36
45661,4,5661,Bianca Correia,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2024-04-19 00:00:00.000,1982-07-22 00:00:00.000,F,S,5661,0,0,Viela Planalto 1700,São Paulo,São Paulo,BR,02328-165,SP,"-23,717854","-46,648427",9,71,167,4,71014,1315.36
45662,4,5662,Vitória Dias,200,40,"6,66",I,2022-04-20 00:00:00.000,2022-06-16 00:00:00.000,11,2022-06-16 00:00:00.000,1985-03-04 00:00:00.000,F,S,5662,0,0,Rua Vanderley L. Santana 1840,Bayeux,Paraíba,BR,58308-210,PB,"-7,087974","-34,905806",9,71,167,4,71032,1315.36
45664,4,5664,Gabrielly Carvalho,200,40,"6,66",A,2022-04-20 00:00:00.000,NULL,0,2023-04-19 00:00:00.000,2001-02-24 00:00:00.000,F,S,5664,0,0,Rua Aloísio Ferreira de Sousa 1576,Sete Lagoas,Minas Gerais,BR,35700-122,MG,"-19,342539","-44,36598",9,58,167,4,58012,1315.36
45665,4,5665,Rebeca Melo,200,40,"6,66",I,2022-04-20 00:00:00.000,2022-07-02 00:00:00.000,11,2022-07-02 00:00:00.000,1992-07-26 00:00:00.000,F,S,5665,0,0,Rua João Valiante 923,Barra Mansa,Rio de Janeiro,BR,27323-210,RJ,"-22,466685","-44,162317",9,90,167,4,90038,1315.36
45666,4,5666,Bruna Lima,120,24,4,A,2022-04-22 00:00:00.000,NULL,0,2023-04-21 00:00:00.000,1991-08-25 00:00:00.000,F,C,5666,0,0,Rua Taubaté 371,Caraguatatuba,São Paulo,BR,11668-210,SP,"-23,647216","-45,544234",9,58,222236,7,58031,789.22
45667,4,5667,Isabella Castro,200,40,"6,66",I,2022-04-27 00:00:00.000,2022-06-17 00:00:00.000,12,2022-06-17 00:00:00.000,1990-11-29 00:00:00.000,F,S,5667,0,0,Rua Carapá 1266,Campinas,São Paulo,BR,13098-330,SP,"-22,961928","-46,997568",9,90,167,7,90037,1315.36
45668,4,5668,Isabela Gomes,200,40,"6,66",A,2022-04-27 00:00:00.000,NULL,0,2023-04-26 00:00:00.000,2001-04-28 00:00:00.000,F,S,5668,0,0,Rua Maria Augusta 1313,São Paulo,São Paulo,BR,02214-100,SP,"-23,720019","-46,569045",9,86,987,7,86074,1524.93
45669,4,5669,Guilherme Rocha,200,40,"6,66",A,2022-04-03 00:00:00.000,NULL,0,2023-04-02 00:00:00.000,2001-06-15 00:00:00.000,M,S,5669,0,0,Rua Engenheiro Hernan Centurion 956,Aracaju,Sergipe,BR,49025-170,SE,"-10,924235","-37,047985",9,86,987,4,86087,1524.93
45670,4,5670,Sarah Cavalcanti,100,20,"3,33",I,2022-04-27 00:00:00.000,2022-06-11 00:00:00.000,11,2022-06-11 00:00:00.000,1965-09-15 00:00:00.000,F,C,5670,0,0,Praça Regente Izabel 664,Campinas,São Paulo,BR,13013-089,SP,"-22,976761","-46,953232",9,86,222243,7,86040,735.00
45671,4,5671,Melissa Ferreira,100,20,"3,33",A,2022-04-27 00:00:00.000,NULL,0,2023-04-26 00:00:00.000,1986-06-12 00:00:00.000,F,C,5671,0,0,Rua A 603,Contagem,Minas Gerais,BR,32044-351,MG,"-19,874023","-44,094722",9,86,987,7,86036,762.46
45672,4,5672,Anna Souza,100,20,"3,33",I,2022-04-27 00:00:00.000,2022-09-26 00:00:00.000,4,2022-09-26 00:00:00.000,2000-08-31 00:00:00.000,F,S,5672,0,0,Praça Waldemar Vaz Santiago 125,São Bernardo do Campo,São Paulo,BR,09750-365,SP,"-23,810203","-46,463618",9,86,167,6,86059,657.68
45673,4,5673,Raissa Pinto,200,40,"6,66",I,2022-04-27 00:00:00.000,2022-06-19 00:00:00.000,12,2022-06-19 00:00:00.000,1996-10-26 00:00:00.000,F,S,5673,0,0,Rua Loefgreen 251,São Paulo,São Paulo,BR,04040-031,SP,"-23,586764","-46,549289",9,90,167,4,90021,1315.36
45674,4,5674,Erick Carvalho,100,20,"3,33",A,2022-04-27 00:00:00.000,NULL,0,2023-04-26 00:00:00.000,2003-07-09 00:00:00.000,M,S,5674,0,0,Rua Pernambuco 1933,Recife,Pernambuco,BR,50110-729,PE,"-7,985236","-35,019642",9,86,987,7,86096,762.46
45675,4,5675,Emilly Ribeiro,200,40,"6,66",A,2022-04-27 00:00:00.000,NULL,0,2024-04-26 00:00:00.000,1996-11-17 00:00:00.000,F,S,5675,0,0,Rua T-003 1854,Aparecida de Goiânia,Goiás,BR,74975-460,GO,"-16,921304","-49,240831",9,71,167,7,71018,1315.36
45676,4,5676,Gabrielly Sousa,220,44,"7,33",A,2022-04-24 00:00:00.000,NULL,0,2023-04-23 00:00:00.000,1976-11-08 00:00:00.000,F,S,5676,0,0,Rua Esaku Ihara 925,São José dos Campos,São Paulo,BR,12220-113,SP,"-23,123061","-45,916292",9,65,222227,4,65004,1446.90
45677,4,5677,Julia Oliveira,220,44,"7,33",I,2022-04-27 00:00:00.000,2022-05-21 00:00:00.000,11,2022-05-21 00:00:00.000,1971-07-28 00:00:00.000,F,C,5677,0,0,Rua Carlos Antônio Duarte 251,Sorocaba,São Paulo,BR,18078-270,SP,"-23,389059","-47,459839",9,78,167,4,78000,1446.90
45678,4,5678,Sarah Sousa,200,40,"6,66",I,2022-04-27 00:00:00.000,2022-09-02 00:00:00.000,4,2022-09-02 00:00:00.000,1961-10-04 00:00:00.000,F,C,5678,0,0,Rua Ângelo Dalvi 1200,Vila Velha,Espírito Santo,BR,29111-830,ES,"-20,431424","-40,349938",9,86,724,7,86029,1358.09
45679,4,5679,Gabrielle Almeida,220,44,"7,33",A,2022-04-27 00:00:00.000,NULL,0,2023-04-26 00:00:00.000,1982-08-11 00:00:00.000,F,S,5679,0,0,Rua S 1154,Itabuna,Bahia,BR,45605-445,BA,"-14,962154","-39,297747",9,64,222236,7,64000,1446.90
45680,4,5680,Ana Lima,220,44,"7,33",I,2022-04-27 00:00:00.000,2022-06-10 00:00:00.000,10,2022-06-10 00:00:00.000,1983-10-06 00:00:00.000,F,C,5680,0,0,Quadra EQNP 24/28 Bloco A 762,Ceilândia,Distrito Federal,BR,72235-521,DF,"-15,892943","-48,084464",9,78,167,7,78000,1446.90
45681,4,5681,Aline Ferreira,220,44,"7,33",I,2022-04-27 00:00:00.000,2022-05-07 00:00:00.000,11,2022-05-07 00:00:00.000,1998-12-04 00:00:00.000,F,S,5681,0,0,Rua Carlos Caramori 1595,Apucarana,Paraná,BR,86805-170,PR,"-23,50225","-51,362133",9,75,405,7,75001,1883.44
45682,4,5682,Lara Castro,200,40,"6,66",I,2022-04-27 00:00:00.000,2022-04-30 00:00:00.000,11,2022-04-30 00:00:00.000,1995-12-22 00:00:00.000,F,S,5682,0,0,Estrada do Espigão 1169,Itapevi,São Paulo,BR,06673-740,SP,"-23,505551","-46,903458",9,90,167,4,90000,1315.36
45683,4,5683,Eduarda Melo,200,40,"6,66",A,2022-04-27 00:00:00.000,NULL,0,2023-04-26 00:00:00.000,1996-10-13 00:00:00.000,F,S,5683,0,0,Rua Dona Elza 1552,Nova Iguaçu,Rio de Janeiro,BR,26031-310,RJ,"-22,782292","-43,546104",9,56,166,7,56007,1315.36
45684,4,5684,Matilde Ferreira,200,40,"6,66",I,2022-04-28 00:00:00.000,2022-07-02 00:00:00.000,11,2022-07-02 00:00:00.000,1986-08-07 00:00:00.000,F,C,5684,0,0,Rua Aristídes Pereira 1670,Joinville,Santa Catarina,BR,89231-042,SC,"-26,174468","-48,972268",9,90,167,4,90015,1315.36
45685,4,5685,Laura Lima,200,40,"6,66",I,2022-04-30 00:00:00.000,2022-07-30 00:00:00.000,4,2022-07-30 00:00:00.000,1985-10-19 00:00:00.000,F,S,5685,0,0,Quadra QNO 18 Conjunto 75 871,Ceilândia,Distrito Federal,BR,72260-875,DF,"-15,729653","-48,092657",9,90,167,4,90010,1315.36
45686,4,5686,Manuela Cunha,200,40,"6,66",A,2022-04-30 00:00:00.000,NULL,0,2024-04-29 00:00:00.000,1999-06-30 00:00:00.000,F,S,5686,0,0,Rua João Galvão de Barros Franca 1099,Salto,São Paulo,BR,13323-207,SP,"-23,107692","-47,219766",9,90,167,4,90010,1315.36
45687,4,5687,Aline Castro,200,40,"6,66",A,2022-04-30 00:00:00.000,NULL,0,2024-04-29 00:00:00.000,1978-12-29 00:00:00.000,F,C,5687,0,0,Rua Tenente Amado Filho 1564,São Gonçalo,Rio de Janeiro,BR,24430-055,RJ,"-22,782934","-43,012904",9,90,167,7,90031,1315.36
45688,4,5688,Mateus Martins,220,44,"7,33",I,2022-05-01 00:00:00.000,2022-07-02 00:00:00.000,12,2022-07-02 00:00:00.000,1970-09-09 00:00:00.000,M,C,5688,0,0,Rua Professor Emílio Meyer 434,Porto Alegre,Rio Grande do Sul,BR,91920-740,RS,"-30,060478","-51,20314",9,67,22,7,67000,1677.42
45689,4,5689,Marina Carvalho,200,40,"6,66",A,2022-05-04 00:00:00.000,NULL,0,2023-05-03 00:00:00.000,2000-03-17 00:00:00.000,F,S,5689,0,0,Rua Ipameri 1778,Fortaleza,Ceará,BR,60183-010,CE,"-3,680425","-38,557357",9,86,987,7,86019,1524.93
45690,4,5690,Luiza Araujo,120,24,4,I,2022-05-04 00:00:00.000,2022-09-04 00:00:00.000,4,2022-09-04 00:00:00.000,1981-04-23 00:00:00.000,F,S,5690,0,0,Passagem Sol Nascente 1064,Ananindeua,Pará,BR,67033-280,PA,"-1,332577","-48,367034",9,58,222242,4,58018,789.22
45691,4,5691,Aline Cunha,100,20,"3,33",A,2022-05-04 00:00:00.000,NULL,0,2023-05-03 00:00:00.000,1998-05-15 00:00:00.000,F,S,5691,0,0,Avenida Doutor Altino Arantes 1141,Ourinhos,São Paulo,BR,19901-070,SP,"-22,866969","-49,80433",9,86,987,7,86016,762.46
45692,4,5692,Fernanda Rocha,200,40,"6,66",A,2022-05-04 00:00:00.000,NULL,0,2024-05-03 00:00:00.000,1980-02-03 00:00:00.000,F,C,5692,0,0,Avenida Israel 688,Franco da Rocha,São Paulo,BR,07847-200,SP,"-23,22661","-46,673781",9,90,167,4,90011,1315.36
45693,4,5693,Marisa Castro,200,40,"6,66",A,2022-05-04 00:00:00.000,NULL,0,2024-05-03 00:00:00.000,1988-08-25 00:00:00.000,F,S,5693,0,0,Caminho D 752,Poços de Caldas,Minas Gerais,BR,37709-010,MG,"-21,72944","-46,521265",9,90,167,7,90007,1315.36
45694,4,5694,Clara Pinto,200,40,"6,66",I,2022-05-05 00:00:00.000,2022-07-10 00:00:00.000,12,2022-07-10 00:00:00.000,1972-06-21 00:00:00.000,F,S,5694,0,0,Rua Antônio Manfredini 1688,Marília,São Paulo,BR,17521-240,SP,"-22,240265","-50,060958",9,90,167,4,90035,1315.36
45695,4,5695,Melissa Souza,200,40,"6,66",A,2022-05-05 00:00:00.000,NULL,0,2024-05-04 00:00:00.000,1986-08-04 00:00:00.000,F,S,5695,0,0,Rua Campo Belo 33,Teófilo Otoni,Minas Gerais,BR,39804-441,MG,"-17,669128","-41,349997",9,71,167,4,71010,1315.36
45696,4,5696,Fábio Alves,220,44,"7,33",A,2022-05-05 00:00:00.000,NULL,0,2023-05-04 00:00:00.000,2002-01-31 00:00:00.000,M,S,5696,0,0,Rua Mato Grosso 906,Francisco Beltrão,Paraná,BR,85605-280,PR,"-25,998928","-53,158426",9,100,439,7,1002,1446.90
45697,4,5697,Julieta Carvalho,200,40,"6,66",A,2022-05-05 00:00:00.000,NULL,0,2024-05-04 00:00:00.000,2002-11-20 00:00:00.000,F,S,5697,0,0,Rua Itacoatiara 1276,Manaus,Amazonas,BR,69087-013,AM,"-2,697779","-60,163929",9,71,167,4,71006,1315.36
45698,4,5698,Clara Santos,200,40,"6,66",I,2022-05-06 00:00:00.000,2022-06-04 00:00:00.000,22,2022-06-04 00:00:00.000,1997-07-03 00:00:00.000,F,S,5698,0,0,Rua 11 52,Manaus,Amazonas,BR,69083-540,AM,"-2,713016","-60,058407",9,72,96,7,72002,1524.93
45699,4,5699,Larissa Goncalves,200,40,"6,66",A,2022-05-05 00:00:00.000,NULL,0,2024-05-04 00:00:00.000,1982-03-11 00:00:00.000,F,D,5699,0,0,Rua L 947,Porto Alegre,Rio Grande do Sul,BR,91780-255,RS,"-30,101199","-51,069597",9,90,167,8,90023,1315.36
